ID,Date,Value_forecast,Variable_forecast,ForecastDate
86,8/19/2017,78,MaxTemp,8/17/2017
86,8/20/2017,76,MaxTemp,8/17/2017
86,8/21/2017,74,MaxTemp,8/17/2017
86,8/22/2017,74,MaxTemp,8/17/2017
86,8/23/2017,75,MaxTemp,8/17/2017
87,8/17/2017,64,MinTemp,8/17/2017
87,8/17/2017,64,MinTemp,8/17/2017
87,8/18/2017,67,MinTemp,8/17/2017
87,8/19/2017,70,MinTemp,8/17/2017
87,8/20/2017,68,MinTemp,8/17/2017
87,8/21/2017,68,MinTemp,8/17/2017
87,8/22/2017,67,MinTemp,8/17/2017
87,8/17/2017,87,MaxTemp,8/17/2017
87,8/18/2017,89,MaxTemp,8/17/2017
87,8/19/2017,91,MaxTemp,8/17/2017
87,8/20/2017,90,MaxTemp,8/17/2017
87,8/21/2017,86,MaxTemp,8/17/2017
87,8/22/2017,89,MaxTemp,8/17/2017
87,8/23/2017,87,MaxTemp,8/17/2017
88,8/17/2017,54,MinTemp,8/17/2017
88,8/17/2017,51,MinTemp,8/17/2017
88,8/18/2017,52,MinTemp,8/17/2017
88,8/19/2017,54,MinTemp,8/17/2017
88,8/20/2017,54,MinTemp,8/17/2017
88,8/21/2017,55,MinTemp,8/17/2017
88,8/22/2017,55,MinTemp,8/17/2017
88,8/17/2017,81,MaxTemp,8/17/2017
88,8/18/2017,84,MaxTemp,8/17/2017
88,8/19/2017,84,MaxTemp,8/17/2017
88,8/20/2017,84,MaxTemp,8/17/2017
88,8/21/2017,83,MaxTemp,8/17/2017
88,8/22/2017,85,MaxTemp,8/17/2017
88,8/23/2017,83,MaxTemp,8/17/2017
89,8/17/2017,55,MinTemp,8/17/2017
89,8/17/2017,54,MinTemp,8/17/2017
89,8/18/2017,55,MinTemp,8/17/2017
89,8/19/2017,54,MinTemp,8/17/2017
89,8/20/2017,52,MinTemp,8/17/2017
89,8/21/2017,53,MinTemp,8/17/2017
89,8/22/2017,56,MinTemp,8/17/2017
89,8/17/2017,83,MaxTemp,8/17/2017
89,8/18/2017,87,MaxTemp,8/17/2017
89,8/19/2017,85,MaxTemp,8/17/2017
89,8/20/2017,82,MaxTemp,8/17/2017
89,8/21/2017,84,MaxTemp,8/17/2017
89,8/22/2017,86,MaxTemp,8/17/2017
89,8/23/2017,85,MaxTemp,8/17/2017
90,8/17/2017,77,MinTemp,8/17/2017
90,8/17/2017,79,MinTemp,8/17/2017
90,8/18/2017,81,MinTemp,8/17/2017
90,8/19/2017,82,MinTemp,8/17/2017
90,8/20/2017,82,MinTemp,8/17/2017
90,8/21/2017,83,MinTemp,8/17/2017
90,8/22/2017,83,MinTemp,8/17/2017
90,8/17/2017,103,MaxTemp,8/17/2017
90,8/18/2017,105,MaxTemp,8/17/2017
90,8/19/2017,105,MaxTemp,8/17/2017
90,8/20/2017,105,MaxTemp,8/17/2017
90,8/21/2017,102,MaxTemp,8/17/2017
90,8/22/2017,103,MaxTemp,8/17/2017
90,8/23/2017,104,MaxTemp,8/17/2017
91,8/17/2017,54,MinTemp,8/17/2017
91,8/17/2017,56,MinTemp,8/17/2017
91,8/18/2017,57,MinTemp,8/17/2017
91,8/19/2017,57,MinTemp,8/17/2017
91,8/20/2017,56,MinTemp,8/17/2017
91,8/21/2017,56,MinTemp,8/17/2017
91,8/22/2017,55,MinTemp,8/17/2017
91,8/17/2017,87,MaxTemp,8/17/2017
91,8/18/2017,89,MaxTemp,8/17/2017
91,8/19/2017,90,MaxTemp,8/17/2017
91,8/20/2017,89,MaxTemp,8/17/2017
91,8/21/2017,86,MaxTemp,8/17/2017
91,8/22/2017,88,MaxTemp,8/17/2017
91,8/23/2017,87,MaxTemp,8/17/2017
92,8/17/2017,67,MinTemp,8/17/2017
92,8/17/2017,71,MinTemp,8/17/2017
92,8/18/2017,72,MinTemp,8/17/2017
92,8/19/2017,72,MinTemp,8/17/2017
92,8/20/2017,72,MinTemp,8/17/2017
92,8/21/2017,70,MinTemp,8/17/2017
92,8/22/2017,71,MinTemp,8/17/2017
92,8/17/2017,98,MaxTemp,8/17/2017
92,8/18/2017,100,MaxTemp,8/17/2017
92,8/19/2017,101,MaxTemp,8/17/2017
92,8/20/2017,99,MaxTemp,8/17/2017
92,8/21/2017,99,MaxTemp,8/17/2017
92,8/22/2017,98,MaxTemp,8/17/2017
92,8/23/2017,97,MaxTemp,8/17/2017
93,8/17/2017,50,MinTemp,8/17/2017
93,8/17/2017,50,MinTemp,8/17/2017
93,8/18/2017,50,MinTemp,8/17/2017
93,8/19/2017,49,MinTemp,8/17/2017
93,8/20/2017,50,MinTemp,8/17/2017
93,8/21/2017,50,MinTemp,8/17/2017
93,8/22/2017,52,MinTemp,8/17/2017
93,8/17/2017,83,MaxTemp,8/17/2017
93,8/18/2017,86,MaxTemp,8/17/2017
93,8/19/2017,85,MaxTemp,8/17/2017
93,8/20/2017,83,MaxTemp,8/17/2017
93,8/21/2017,84,MaxTemp,8/17/2017
93,8/22/2017,86,MaxTemp,8/17/2017
93,8/23/2017,83,MaxTemp,8/17/2017
94,8/17/2017,80,MinTemp,8/17/2017
94,8/17/2017,82,MinTemp,8/17/2017
94,8/18/2017,84,MinTemp,8/17/2017
94,8/19/2017,86,MinTemp,8/17/2017
94,8/20/2017,86,MinTemp,8/17/2017
94,8/21/2017,87,MinTemp,8/17/2017
94,8/22/2017,87,MinTemp,8/17/2017
94,8/17/2017,108,MaxTemp,8/17/2017
94,8/18/2017,110,MaxTemp,8/17/2017
94,8/19/2017,111,MaxTemp,8/17/2017
94,8/20/2017,110,MaxTemp,8/17/2017
94,8/21/2017,108,MaxTemp,8/17/2017
94,8/22/2017,107,MaxTemp,8/17/2017
94,8/23/2017,109,MaxTemp,8/17/2017
95,8/17/2017,75,MinTemp,8/17/2017
95,8/17/2017,78,MinTemp,8/17/2017
95,8/18/2017,79,MinTemp,8/17/2017
95,8/19/2017,79,MinTemp,8/17/2017
95,8/20/2017,80,MinTemp,8/17/2017
95,8/21/2017,79,MinTemp,8/17/2017
95,8/22/2017,79,MinTemp,8/17/2017
95,8/17/2017,99,MaxTemp,8/17/2017
95,8/18/2017,102,MaxTemp,8/17/2017
95,8/19/2017,103,MaxTemp,8/17/2017
95,8/20/2017,101,MaxTemp,8/17/2017
95,8/21/2017,100,MaxTemp,8/17/2017
95,8/22/2017,98,MaxTemp,8/17/2017
95,8/23/2017,100,MaxTemp,8/17/2017
96,8/17/2017,55,MinTemp,8/17/2017
96,8/17/2017,54,MinTemp,8/17/2017
96,8/18/2017,58,MinTemp,8/17/2017
96,8/19/2017,59,MinTemp,8/17/2017
96,8/20/2017,58,MinTemp,8/17/2017
96,8/21/2017,58,MinTemp,8/17/2017
96,8/22/2017,63,MinTemp,8/17/2017
96,8/17/2017,86,MaxTemp,8/17/2017
96,8/18/2017,89,MaxTemp,8/17/2017
96,8/19/2017,92,MaxTemp,8/17/2017
96,8/20/2017,90,MaxTemp,8/17/2017
96,8/21/2017,91,MaxTemp,8/17/2017
96,8/22/2017,93,MaxTemp,8/17/2017
96,8/23/2017,90,MaxTemp,8/17/2017
97,8/17/2017,61,MinTemp,8/17/2017
97,8/17/2017,60,MinTemp,8/17/2017
97,8/18/2017,63,MinTemp,8/17/2017
97,8/19/2017,61,MinTemp,8/17/2017
97,8/20/2017,61,MinTemp,8/17/2017
97,8/21/2017,62,MinTemp,8/17/2017
97,8/22/2017,65,MinTemp,8/17/2017
97,8/17/2017,90,MaxTemp,8/17/2017
97,8/18/2017,93,MaxTemp,8/17/2017
97,8/19/2017,90,MaxTemp,8/17/2017
97,8/20/2017,89,MaxTemp,8/17/2017
97,8/21/2017,90,MaxTemp,8/17/2017
97,8/22/2017,95,MaxTemp,8/17/2017
97,8/23/2017,94,MaxTemp,8/17/2017
98,8/17/2017,56,MinTemp,8/17/2017
98,8/17/2017,58,MinTemp,8/17/2017
98,8/18/2017,60,MinTemp,8/17/2017
98,8/19/2017,57,MinTemp,8/17/2017
98,8/20/2017,57,MinTemp,8/17/2017
98,8/21/2017,56,MinTemp,8/17/2017
98,8/22/2017,55,MinTemp,8/17/2017
98,8/17/2017,80,MaxTemp,8/17/2017
98,8/18/2017,83,MaxTemp,8/17/2017
98,8/19/2017,82,MaxTemp,8/17/2017
98,8/20/2017,80,MaxTemp,8/17/2017
98,8/21/2017,80,MaxTemp,8/17/2017
98,8/22/2017,79,MaxTemp,8/17/2017
98,8/23/2017,80,MaxTemp,8/17/2017
99,8/17/2017,67,MinTemp,8/17/2017
99,8/17/2017,68,MinTemp,8/17/2017
99,8/18/2017,68,MinTemp,8/17/2017
99,8/19/2017,68,MinTemp,8/17/2017
99,8/20/2017,68,MinTemp,8/17/2017
99,8/21/2017,68,MinTemp,8/17/2017
99,8/22/2017,68,MinTemp,8/17/2017
99,8/17/2017,76,MaxTemp,8/17/2017
99,8/18/2017,77,MaxTemp,8/17/2017
99,8/19/2017,76,MaxTemp,8/17/2017
99,8/20/2017,76,MaxTemp,8/17/2017
99,8/21/2017,77,MaxTemp,8/17/2017
99,8/22/2017,77,MaxTemp,8/17/2017
99,8/23/2017,77,MaxTemp,8/17/2017
100,8/17/2017,59,MinTemp,8/17/2017
100,8/17/2017,60,MinTemp,8/17/2017
100,8/18/2017,59,MinTemp,8/17/2017
100,8/19/2017,58,MinTemp,8/17/2017
100,8/20/2017,57,MinTemp,8/17/2017
100,8/21/2017,60,MinTemp,8/17/2017
100,8/22/2017,61,MinTemp,8/17/2017
100,8/17/2017,85,MaxTemp,8/17/2017
100,8/18/2017,87,MaxTemp,8/17/2017
100,8/19/2017,84,MaxTemp,8/17/2017
100,8/20/2017,85,MaxTemp,8/17/2017
100,8/21/2017,85,MaxTemp,8/17/2017
100,8/22/2017,90,MaxTemp,8/17/2017
100,8/23/2017,88,MaxTemp,8/17/2017
101,8/17/2017,49,MinTemp,8/17/2017
101,8/17/2017,47,MinTemp,8/17/2017
101,8/18/2017,49,MinTemp,8/17/2017
101,8/19/2017,48,MinTemp,8/17/2017
101,8/20/2017,49,MinTemp,8/17/2017
101,8/21/2017,49,MinTemp,8/17/2017
101,8/22/2017,53,MinTemp,8/17/2017
101,8/17/2017,86,MaxTemp,8/17/2017
101,8/18/2017,89,MaxTemp,8/17/2017
101,8/19/2017,84,MaxTemp,8/17/2017
101,8/20/2017,83,MaxTemp,8/17/2017
101,8/21/2017,86,MaxTemp,8/17/2017
101,8/22/2017,90,MaxTemp,8/17/2017
101,8/23/2017,86,MaxTemp,8/17/2017
102,8/17/2017,68,MinTemp,8/17/2017
102,8/17/2017,68,MinTemp,8/17/2017
102,8/18/2017,66,MinTemp,8/17/2017
102,8/19/2017,66,MinTemp,8/17/2017
102,8/20/2017,66,MinTemp,8/17/2017
102,8/21/2017,66,MinTemp,8/17/2017
102,8/22/2017,66,MinTemp,8/17/2017
102,8/17/2017,79,MaxTemp,8/17/2017
102,8/18/2017,83,MaxTemp,8/17/2017
102,8/19/2017,84,MaxTemp,8/17/2017
102,8/20/2017,79,MaxTemp,8/17/2017
102,8/21/2017,79,MaxTemp,8/17/2017
102,8/22/2017,79,MaxTemp,8/17/2017
102,8/23/2017,79,MaxTemp,8/17/2017
103,8/17/2017,71,MinTemp,8/17/2017
103,8/17/2017,74,MinTemp,8/17/2017
103,8/18/2017,74,MinTemp,8/17/2017
103,8/19/2017,73,MinTemp,8/17/2017
103,8/20/2017,70,MinTemp,8/17/2017
103,8/21/2017,71,MinTemp,8/17/2017
103,8/22/2017,70,MinTemp,8/17/2017
103,8/17/2017,97,MaxTemp,8/17/2017
103,8/18/2017,98,MaxTemp,8/17/2017
103,8/19/2017,99,MaxTemp,8/17/2017
103,8/20/2017,97,MaxTemp,8/17/2017
103,8/21/2017,96,MaxTemp,8/17/2017
103,8/22/2017,97,MaxTemp,8/17/2017
103,8/23/2017,97,MaxTemp,8/17/2017
104,8/17/2017,59,MinTemp,8/17/2017
104,8/17/2017,62,MinTemp,8/17/2017
104,8/18/2017,62,MinTemp,8/17/2017
104,8/19/2017,63,MinTemp,8/17/2017
104,8/20/2017,61,MinTemp,8/17/2017
104,8/21/2017,60,MinTemp,8/17/2017
104,8/22/2017,59,MinTemp,8/17/2017
104,8/17/2017,92,MaxTemp,8/17/2017
104,8/18/2017,93,MaxTemp,8/17/2017
104,8/19/2017,93,MaxTemp,8/17/2017
104,8/20/2017,88,MaxTemp,8/17/2017
104,8/21/2017,89,MaxTemp,8/17/2017
104,8/22/2017,87,MaxTemp,8/17/2017
104,8/23/2017,88,MaxTemp,8/17/2017
105,8/17/2017,62,MinTemp,8/17/2017
105,8/17/2017,62,MinTemp,8/17/2017
105,8/18/2017,62,MinTemp,8/17/2017
105,8/19/2017,61,MinTemp,8/17/2017
105,8/20/2017,63,MinTemp,8/17/2017
105,8/21/2017,62,MinTemp,8/17/2017
105,8/22/2017,61,MinTemp,8/17/2017
105,8/17/2017,94,MaxTemp,8/17/2017
105,8/18/2017,95,MaxTemp,8/17/2017
105,8/19/2017,93,MaxTemp,8/17/2017
105,8/20/2017,93,MaxTemp,8/17/2017
105,8/21/2017,91,MaxTemp,8/17/2017
105,8/22/2017,91,MaxTemp,8/17/2017
105,8/23/2017,92,MaxTemp,8/17/2017
106,8/17/2017,49,MinTemp,8/17/2017
106,8/17/2017,51,MinTemp,8/17/2017
106,8/18/2017,52,MinTemp,8/17/2017
106,8/19/2017,51,MinTemp,8/17/2017
106,8/20/2017,52,MinTemp,8/17/2017
106,8/21/2017,53,MinTemp,8/17/2017
106,8/22/2017,51,MinTemp,8/17/2017
106,8/17/2017,87,MaxTemp,8/17/2017
106,8/18/2017,90,MaxTemp,8/17/2017
106,8/19/2017,88,MaxTemp,8/17/2017
106,8/20/2017,87,MaxTemp,8/17/2017
106,8/21/2017,88,MaxTemp,8/17/2017
106,8/22/2017,88,MaxTemp,8/17/2017
106,8/23/2017,85,MaxTemp,8/17/2017
107,8/17/2017,59,MinTemp,8/17/2017
107,8/17/2017,59,MinTemp,8/17/2017
107,8/18/2017,58,MinTemp,8/17/2017
107,8/19/2017,57,MinTemp,8/17/2017
107,8/20/2017,59,MinTemp,8/17/2017
107,8/21/2017,58,MinTemp,8/17/2017
107,8/22/2017,58,MinTemp,8/17/2017
107,8/17/2017,75,MaxTemp,8/17/2017
107,8/18/2017,75,MaxTemp,8/17/2017
107,8/19/2017,73,MaxTemp,8/17/2017
107,8/20/2017,76,MaxTemp,8/17/2017
107,8/21/2017,79,MaxTemp,8/17/2017
107,8/22/2017,79,MaxTemp,8/17/2017
107,8/23/2017,74,MaxTemp,8/17/2017
108,8/17/2017,57,MinTemp,8/17/2017
108,8/17/2017,57,MinTemp,8/17/2017
108,8/18/2017,57,MinTemp,8/17/2017
108,8/19/2017,56,MinTemp,8/17/2017
108,8/20/2017,57,MinTemp,8/17/2017
108,8/21/2017,56,MinTemp,8/17/2017
108,8/22/2017,56,MinTemp,8/17/2017
108,8/17/2017,65,MaxTemp,8/17/2017
108,8/18/2017,65,MaxTemp,8/17/2017
108,8/19/2017,65,MaxTemp,8/17/2017
108,8/20/2017,65,MaxTemp,8/17/2017
108,8/21/2017,64,MaxTemp,8/17/2017
108,8/22/2017,64,MaxTemp,8/17/2017
108,8/23/2017,65,MaxTemp,8/17/2017
109,8/17/2017,59,MinTemp,8/17/2017
109,8/17/2017,56,MinTemp,8/17/2017
109,8/18/2017,57,MinTemp,8/17/2017
109,8/19/2017,56,MinTemp,8/17/2017
109,8/20/2017,56,MinTemp,8/17/2017
109,8/21/2017,57,MinTemp,8/17/2017
109,8/22/2017,59,MinTemp,8/17/2017
109,8/17/2017,78,MaxTemp,8/17/2017
109,8/18/2017,80,MaxTemp,8/17/2017
109,8/19/2017,78,MaxTemp,8/17/2017
109,8/20/2017,81,MaxTemp,8/17/2017
109,8/21/2017,84,MaxTemp,8/17/2017
109,8/22/2017,84,MaxTemp,8/17/2017
109,8/23/2017,84,MaxTemp,8/17/2017
110,8/17/2017,57,MinTemp,8/17/2017
110,8/17/2017,54,MinTemp,8/17/2017
110,8/18/2017,56,MinTemp,8/17/2017
110,8/19/2017,52,MinTemp,8/17/2017
110,8/20/2017,54,MinTemp,8/17/2017
110,8/21/2017,56,MinTemp,8/17/2017
110,8/22/2017,57,MinTemp,8/17/2017
110,8/17/2017,83,MaxTemp,8/17/2017
110,8/18/2017,83,MaxTemp,8/17/2017
110,8/19/2017,80,MaxTemp,8/17/2017
110,8/20/2017,82,MaxTemp,8/17/2017
110,8/21/2017,86,MaxTemp,8/17/2017
110,8/22/2017,86,MaxTemp,8/17/2017
110,8/23/2017,83,MaxTemp,8/17/2017
111,8/17/2017,54,MinTemp,8/17/2017
111,8/17/2017,55,MinTemp,8/17/2017
111,8/18/2017,53,MinTemp,8/17/2017
111,8/19/2017,52,MinTemp,8/17/2017
111,8/20/2017,54,MinTemp,8/17/2017
111,8/21/2017,54,MinTemp,8/17/2017
111,8/22/2017,54,MinTemp,8/17/2017
111,8/17/2017,69,MaxTemp,8/17/2017
111,8/18/2017,69,MaxTemp,8/17/2017
111,8/19/2017,67,MaxTemp,8/17/2017
111,8/20/2017,69,MaxTemp,8/17/2017
111,8/21/2017,71,MaxTemp,8/17/2017
111,8/22/2017,70,MaxTemp,8/17/2017
111,8/23/2017,69,MaxTemp,8/17/2017
112,8/17/2017,47,MinTemp,8/17/2017
112,8/17/2017,47,MinTemp,8/17/2017
112,8/18/2017,51,MinTemp,8/17/2017
112,8/19/2017,50,MinTemp,8/17/2017
112,8/20/2017,49,MinTemp,8/17/2017
112,8/21/2017,50,MinTemp,8/17/2017
112,8/22/2017,51,MinTemp,8/17/2017
112,8/17/2017,58,MaxTemp,8/17/2017
112,8/18/2017,57,MaxTemp,8/17/2017
112,8/19/2017,58,MaxTemp,8/17/2017
112,8/20/2017,55,MaxTemp,8/17/2017
112,8/21/2017,60,MaxTemp,8/17/2017
112,8/22/2017,61,MaxTemp,8/17/2017
112,8/23/2017,62,MaxTemp,8/17/2017
113,8/17/2017,75,MinTemp,8/17/2017
113,8/17/2017,74,MinTemp,8/17/2017
113,8/18/2017,74,MinTemp,8/17/2017
113,8/19/2017,74,MinTemp,8/17/2017
113,8/20/2017,75,MinTemp,8/17/2017
113,8/21/2017,75,MinTemp,8/17/2017
113,8/22/2017,75,MinTemp,8/17/2017
113,8/17/2017,90,MaxTemp,8/17/2017
113,8/18/2017,89,MaxTemp,8/17/2017
113,8/19/2017,89,MaxTemp,8/17/2017
113,8/20/2017,89,MaxTemp,8/17/2017
113,8/21/2017,89,MaxTemp,8/17/2017
113,8/22/2017,89,MaxTemp,8/17/2017
113,8/23/2017,89,MaxTemp,8/17/2017
1,8/18/2017,59,MinTemp,8/18/2017
1,8/19/2017,60,MinTemp,8/18/2017
1,8/20/2017,58,MinTemp,8/18/2017
1,8/21/2017,59,MinTemp,8/18/2017
1,8/22/2017,59,MinTemp,8/18/2017
1,8/23/2017,57,MinTemp,8/18/2017
1,8/18/2017,66,MaxTemp,8/18/2017
1,8/19/2017,68,MaxTemp,8/18/2017
1,8/20/2017,75,MaxTemp,8/18/2017
1,8/21/2017,76,MaxTemp,8/18/2017
1,8/22/2017,76,MaxTemp,8/18/2017
1,8/23/2017,71,MaxTemp,8/18/2017
1,8/24/2017,70,MaxTemp,8/18/2017
2,8/18/2017,61,MinTemp,8/18/2017
2,8/19/2017,63,MinTemp,8/18/2017
2,8/20/2017,60,MinTemp,8/18/2017
2,8/21/2017,63,MinTemp,8/18/2017
2,8/22/2017,65,MinTemp,8/18/2017
2,8/23/2017,60,MinTemp,8/18/2017
2,8/18/2017,72,MaxTemp,8/18/2017
2,8/19/2017,75,MaxTemp,8/18/2017
2,8/20/2017,80,MaxTemp,8/18/2017
2,8/21/2017,86,MaxTemp,8/18/2017
2,8/22/2017,85,MaxTemp,8/18/2017
2,8/23/2017,79,MaxTemp,8/18/2017
2,8/24/2017,78,MaxTemp,8/18/2017
3,8/18/2017,65,MinTemp,8/18/2017
3,8/19/2017,64,MinTemp,8/18/2017
3,8/20/2017,63,MinTemp,8/18/2017
3,8/21/2017,65,MinTemp,8/18/2017
3,8/22/2017,67,MinTemp,8/18/2017
3,8/23/2017,61,MinTemp,8/18/2017
3,8/18/2017,68,MaxTemp,8/18/2017
3,8/19/2017,78,MaxTemp,8/18/2017
3,8/20/2017,80,MaxTemp,8/18/2017
3,8/21/2017,82,MaxTemp,8/18/2017
3,8/22/2017,83,MaxTemp,8/18/2017
3,8/23/2017,78,MaxTemp,8/18/2017
3,8/24/2017,75,MaxTemp,8/18/2017
4,8/18/2017,70,MinTemp,8/18/2017
4,8/19/2017,69,MinTemp,8/18/2017
4,8/20/2017,66,MinTemp,8/18/2017
4,8/21/2017,69,MinTemp,8/18/2017
4,8/22/2017,71,MinTemp,8/18/2017
4,8/23/2017,66,MinTemp,8/18/2017
4,8/18/2017,77,MaxTemp,8/18/2017
4,8/19/2017,86,MaxTemp,8/18/2017
4,8/20/2017,85,MaxTemp,8/18/2017
4,8/21/2017,86,MaxTemp,8/18/2017
4,8/22/2017,88,MaxTemp,8/18/2017
4,8/23/2017,83,MaxTemp,8/18/2017
4,8/24/2017,80,MaxTemp,8/18/2017
5,8/18/2017,71,MinTemp,8/18/2017
5,8/19/2017,68,MinTemp,8/18/2017
5,8/20/2017,65,MinTemp,8/18/2017
5,8/21/2017,66,MinTemp,8/18/2017
5,8/22/2017,70,MinTemp,8/18/2017
5,8/23/2017,65,MinTemp,8/18/2017
5,8/18/2017,76,MaxTemp,8/18/2017
5,8/19/2017,85,MaxTemp,8/18/2017
5,8/20/2017,84,MaxTemp,8/18/2017
5,8/21/2017,85,MaxTemp,8/18/2017
5,8/22/2017,84,MaxTemp,8/18/2017
5,8/23/2017,81,MaxTemp,8/18/2017
5,8/24/2017,79,MaxTemp,8/18/2017
6,8/18/2017,60,MinTemp,8/18/2017
6,8/18/2017,67,MinTemp,8/18/2017
6,8/19/2017,64,MinTemp,8/18/2017
6,8/20/2017,62,MinTemp,8/18/2017
6,8/21/2017,64,MinTemp,8/18/2017
6,8/22/2017,67,MinTemp,8/18/2017
6,8/23/2017,60,MinTemp,8/18/2017
6,8/18/2017,73,MaxTemp,8/18/2017
6,8/19/2017,86,MaxTemp,8/18/2017
6,8/20/2017,83,MaxTemp,8/18/2017
6,8/21/2017,87,MaxTemp,8/18/2017
6,8/22/2017,90,MaxTemp,8/18/2017
6,8/23/2017,82,MaxTemp,8/18/2017
6,8/24/2017,78,MaxTemp,8/18/2017
7,8/18/2017,58,MinTemp,8/18/2017
7,8/18/2017,61,MinTemp,8/18/2017
7,8/19/2017,59,MinTemp,8/18/2017
7,8/20/2017,57,MinTemp,8/18/2017
7,8/21/2017,61,MinTemp,8/18/2017
7,8/22/2017,63,MinTemp,8/18/2017
7,8/23/2017,55,MinTemp,8/18/2017
7,8/18/2017,70,MaxTemp,8/18/2017
7,8/19/2017,78,MaxTemp,8/18/2017
7,8/20/2017,78,MaxTemp,8/18/2017
7,8/21/2017,82,MaxTemp,8/18/2017
7,8/22/2017,85,MaxTemp,8/18/2017
7,8/23/2017,77,MaxTemp,8/18/2017
7,8/24/2017,73,MaxTemp,8/18/2017
8,8/18/2017,66,MinTemp,8/18/2017
8,8/18/2017,68,MinTemp,8/18/2017
8,8/19/2017,65,MinTemp,8/18/2017
8,8/20/2017,62,MinTemp,8/18/2017
8,8/21/2017,65,MinTemp,8/18/2017
8,8/22/2017,68,MinTemp,8/18/2017
8,8/23/2017,62,MinTemp,8/18/2017
8,8/18/2017,78,MaxTemp,8/18/2017
8,8/19/2017,86,MaxTemp,8/18/2017
8,8/20/2017,84,MaxTemp,8/18/2017
8,8/21/2017,88,MaxTemp,8/18/2017
8,8/22/2017,87,MaxTemp,8/18/2017
8,8/23/2017,82,MaxTemp,8/18/2017
8,8/24/2017,79,MaxTemp,8/18/2017
9,8/18/2017,69,MinTemp,8/18/2017
9,8/18/2017,74,MinTemp,8/18/2017
9,8/19/2017,67,MinTemp,8/18/2017
9,8/20/2017,65,MinTemp,8/18/2017
9,8/21/2017,68,MinTemp,8/18/2017
9,8/22/2017,71,MinTemp,8/18/2017
9,8/23/2017,64,MinTemp,8/18/2017
9,8/18/2017,82,MaxTemp,8/18/2017
9,8/19/2017,89,MaxTemp,8/18/2017
9,8/20/2017,85,MaxTemp,8/18/2017
9,8/21/2017,87,MaxTemp,8/18/2017
9,8/22/2017,86,MaxTemp,8/18/2017
9,8/23/2017,84,MaxTemp,8/18/2017
9,8/24/2017,81,MaxTemp,8/18/2017
10,8/18/2017,67,MinTemp,8/18/2017
10,8/18/2017,68,MinTemp,8/18/2017
10,8/19/2017,64,MinTemp,8/18/2017
10,8/20/2017,62,MinTemp,8/18/2017
10,8/21/2017,65,MinTemp,8/18/2017
10,8/22/2017,68,MinTemp,8/18/2017
10,8/23/2017,60,MinTemp,8/18/2017
10,8/18/2017,78,MaxTemp,8/18/2017
10,8/19/2017,84,MaxTemp,8/18/2017
10,8/20/2017,82,MaxTemp,8/18/2017
10,8/21/2017,86,MaxTemp,8/18/2017
10,8/22/2017,89,MaxTemp,8/18/2017
10,8/23/2017,82,MaxTemp,8/18/2017
10,8/24/2017,78,MaxTemp,8/18/2017
11,8/18/2017,72,MinTemp,8/18/2017
11,8/18/2017,73,MinTemp,8/18/2017
11,8/19/2017,70,MinTemp,8/18/2017
11,8/20/2017,71,MinTemp,8/18/2017
11,8/21/2017,73,MinTemp,8/18/2017
11,8/22/2017,74,MinTemp,8/18/2017
11,8/23/2017,69,MinTemp,8/18/2017
11,8/18/2017,85,MaxTemp,8/18/2017
11,8/19/2017,88,MaxTemp,8/18/2017
11,8/20/2017,86,MaxTemp,8/18/2017
11,8/21/2017,88,MaxTemp,8/18/2017
11,8/22/2017,89,MaxTemp,8/18/2017
11,8/23/2017,86,MaxTemp,8/18/2017
11,8/24/2017,81,MaxTemp,8/18/2017
12,8/18/2017,76,MinTemp,8/18/2017
12,8/18/2017,74,MinTemp,8/18/2017
12,8/19/2017,67,MinTemp,8/18/2017
12,8/20/2017,72,MinTemp,8/18/2017
12,8/21/2017,73,MinTemp,8/18/2017
12,8/22/2017,75,MinTemp,8/18/2017
12,8/23/2017,70,MinTemp,8/18/2017
12,8/18/2017,81,MaxTemp,8/18/2017
12,8/19/2017,86,MaxTemp,8/18/2017
12,8/20/2017,82,MaxTemp,8/18/2017
12,8/21/2017,82,MaxTemp,8/18/2017
12,8/22/2017,84,MaxTemp,8/18/2017
12,8/23/2017,83,MaxTemp,8/18/2017
12,8/24/2017,80,MaxTemp,8/18/2017
13,8/18/2017,75,MinTemp,8/18/2017
13,8/18/2017,73,MinTemp,8/18/2017
13,8/19/2017,70,MinTemp,8/18/2017
13,8/20/2017,69,MinTemp,8/18/2017
13,8/21/2017,71,MinTemp,8/18/2017
13,8/22/2017,73,MinTemp,8/18/2017
13,8/23/2017,65,MinTemp,8/18/2017
13,8/18/2017,89,MaxTemp,8/18/2017
13,8/19/2017,89,MaxTemp,8/18/2017
13,8/20/2017,87,MaxTemp,8/18/2017
13,8/21/2017,89,MaxTemp,8/18/2017
13,8/22/2017,90,MaxTemp,8/18/2017
13,8/23/2017,87,MaxTemp,8/18/2017
13,8/24/2017,82,MaxTemp,8/18/2017
14,8/18/2017,70,MinTemp,8/18/2017
14,8/18/2017,72,MinTemp,8/18/2017
14,8/19/2017,68,MinTemp,8/18/2017
14,8/20/2017,69,MinTemp,8/18/2017
14,8/21/2017,71,MinTemp,8/18/2017
14,8/22/2017,73,MinTemp,8/18/2017
14,8/23/2017,66,MinTemp,8/18/2017
14,8/18/2017,90,MaxTemp,8/18/2017
14,8/19/2017,87,MaxTemp,8/18/2017
14,8/20/2017,86,MaxTemp,8/18/2017
