Date,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,AirPtCd,ID
8/11/2017,85,79,72,KBHM,46
8/12/2017,92,84,75,KBHM,46
8/13/2017,91,82,73,KBHM,46
8/14/2017,91,83,74,KBHM,46
8/15/2017,92,83,74,KBHM,46
8/16/2017,91,82,73,KBHM,46
8/17/2017,92,84,75,KBHM,46
8/18/2017,91,82,73,KBHM,46
8/19/2017,93,82,70,KBHM,46
8/20/2017,93,84,74,KBHM,46
8/21/2017,93,83,73,KBHM,46
8/22/2017,90,82,73,KBHM,46
8/23/2017,87,79,71,KBHM,46
8/24/2017,88,77,66,KBHM,46
8/25/2017,90,76,62,KBHM,46
8/26/2017,88,81,73,KBHM,46
8/27/2017,84,78,71,KBHM,46
8/28/2017,79,75,70,KBHM,46
8/29/2017,84,75,66,KBHM,46
8/30/2017,76,74,71,KBHM,46
8/31/2017,83,78,73,KBHM,46
8/1/2017,86,79,71,KMDW,47
8/2/2017,87,78,68,KMDW,47
8/3/2017,86,75,63,KMDW,47
8/4/2017,68,62,56,KMDW,47
8/5/2017,79,69,59,KMDW,47
8/6/2017,77,72,66,KMDW,47
8/7/2017,77,69,60,KMDW,47
8/8/2017,84,72,59,KMDW,47
8/9/2017,83,74,64,KMDW,47
8/10/2017,85,75,65,KMDW,47
8/11/2017,80,73,66,KMDW,47
8/12/2017,76,69,61,KMDW,47
8/13/2017,77,68,59,KMDW,47
8/14/2017,84,75,65,KMDW,47
8/15/2017,84,76,68,KMDW,47
8/16/2017,92,81,70,KMDW,47
8/17/2017,84,79,73,KMDW,47
8/18/2017,83,75,67,KMDW,47
8/19/2017,82,73,64,KMDW,47
8/20/2017,89,78,67,KMDW,47
8/21/2017,87,80,72,KMDW,47
8/22/2017,81,73,64,KMDW,47
8/23/2017,78,69,60,KMDW,47
8/24/2017,76,68,59,KMDW,47
8/25/2017,73,63,53,KMDW,47
8/26/2017,78,69,59,KMDW,47
8/27/2017,79,72,64,KMDW,47
8/28/2017,78,72,66,KMDW,47
8/29/2017,76,70,63,KMDW,47
8/30/2017,81,71,61,KMDW,47
8/31/2017,74,70,66,KMDW,47
8/1/2017,86,76,66,KMKE,48
8/2/2017,82,75,68,KMKE,48
8/3/2017,79,71,62,KMKE,48
8/4/2017,68,62,56,KMKE,48
8/5/2017,81,71,60,KMKE,48
8/6/2017,76,70,63,KMKE,48
8/7/2017,74,69,63,KMKE,48
8/8/2017,83,74,64,KMKE,48
8/9/2017,82,74,66,KMKE,48
8/10/2017,84,75,66,KMKE,48
8/11/2017,77,71,65,KMKE,48
8/12/2017,75,67,59,KMKE,48
8/13/2017,77,67,57,KMKE,48
8/14/2017,77,70,62,KMKE,48
8/15/2017,76,71,65,KMKE,48
8/16/2017,78,70,62,KMKE,48
8/17/2017,82,76,69,KMKE,48
8/18/2017,80,75,69,KMKE,48
8/19/2017,83,74,65,KMKE,48
8/20/2017,85,74,63,KMKE,48
8/21/2017,84,76,68,KMKE,48
8/22/2017,80,73,65,KMKE,48
8/23/2017,76,69,61,KMKE,48
8/24/2017,70,64,57,KMKE,48
8/25/2017,70,62,53,KMKE,48
8/26/2017,75,66,56,KMKE,48
8/27/2017,75,69,63,KMKE,48
8/28/2017,76,71,65,KMKE,48
8/29/2017,73,69,65,KMKE,48
8/30/2017,83,71,59,KMKE,48
8/31/2017,69,64,58,KMKE,48
8/1/2017,90,82,73,KBFM,49
8/2/2017,91,82,72,KBFM,49
8/3/2017,80,76,73,KBFM,49
8/4/2017,82,78,73,KBFM,49
8/5/2017,87,80,75,KBFM,49
8/6/2017,89,84,81,KBFM,49
8/7/2017,90,84,78,KBFM,49
8/8/2017,89,84,78,KBFM,49
8/9/2017,89,84,78,KBFM,49
8/10/2017,90,84,77,KBFM,49
8/11/2017,89,83,77,KBFM,49
8/12/2017,91,84,77,KBFM,49
8/13/2017,91,83,75,KBFM,49
8/14/2017,93,84,77,KBFM,49
8/15/2017,88,82,77,KBFM,49
8/16/2017,91,82,75,KBFM,49
8/17/2017,93,85,77,KBFM,49
8/18/2017,96,87,77,KBFM,49
8/19/2017,95,84,75,KBFM,49
8/20/2017,95,84,73,KBFM,49
8/21/2017,91,83,75,KBFM,49
8/22/2017,88,82,77,KBFM,49
8/23/2017,93,83,73,KBFM,49
8/24/2017,93,83,75,KBFM,49
8/25/2017,93,83,75,KBFM,49
8/26/2017,91,84,78,KBFM,49
8/27/2017,91,86,80,KBFM,49
8/28/2017,86,82,78,KBFM,49
8/29/2017,79,76,73,KBFM,49
8/30/2017,87,80,75,KBFM,49
8/31/2017,89,82,77,KBFM,49
8/1/2017,86,76,65,KSPI,50
8/2/2017,88,76,63,KSPI,50
8/3/2017,88,77,65,KSPI,50
8/4/2017,75,66,56,KSPI,50
8/5/2017,80,67,54,KSPI,50
8/6/2017,76,71,66,KSPI,50
8/7/2017,78,70,61,KSPI,50
8/8/2017,82,68,53,KSPI,50
8/9/2017,84,70,56,KSPI,50
8/10/2017,88,75,61,KSPI,50
8/11/2017,83,72,60,KSPI,50
8/12/2017,80,68,56,KSPI,50
8/13/2017,81,68,54,KSPI,50
8/14/2017,85,74,63,KSPI,50
8/15/2017,90,78,66,KSPI,50
8/16/2017,86,78,70,KSPI,50
8/17/2017,84,76,67,KSPI,50
8/18/2017,87,75,62,KSPI,50
8/19/2017,90,77,64,KSPI,50
8/20/2017,92,79,66,KSPI,50
8/21/2017,86,78,70,KSPI,50
8/22/2017,82,71,60,KSPI,50
8/23/2017,79,67,55,KSPI,50
8/24/2017,80,67,53,KSPI,50
8/25/2017,78,68,57,KSPI,50
8/26/2017,83,70,56,KSPI,50
8/27/2017,84,72,60,KSPI,50
8/28/2017,82,71,59,KSPI,50
8/29/2017,81,70,58,KSPI,50
8/30/2017,83,71,58,KSPI,50
8/31/2017,81,69,57,KSPI,50
8/1/2017,85,79,72,KMEM,51
8/2/2017,88,78,68,KMEM,51
8/3/2017,90,81,71,KMEM,51
8/4/2017,85,77,68,KMEM,51
8/5/2017,88,78,67,KMEM,51
8/6/2017,85,79,72,KMEM,51
8/7/2017,83,78,73,KMEM,51
8/8/2017,87,80,72,KMEM,51
8/9/2017,89,80,70,KMEM,51
8/10/2017,93,82,71,KMEM,51
8/11/2017,88,79,70,KMEM,51
8/12/2017,87,80,72,KMEM,51
8/13/2017,82,77,72,KMEM,51
8/14/2017,85,80,74,KMEM,51
8/15/2017,89,81,73,KMEM,51
8/16/2017,90,83,75,KMEM,51
8/17/2017,88,82,75,KMEM,51
8/18/2017,91,82,72,KMEM,51
8/19/2017,94,84,73,KMEM,51
8/20/2017,95,86,76,KMEM,51
8/21/2017,95,86,76,KMEM,51
8/22/2017,92,84,76,KMEM,51
8/23/2017,85,78,70,KMEM,51
8/24/2017,85,75,65,KMEM,51
8/25/2017,87,77,66,KMEM,51
8/26/2017,87,79,70,KMEM,51
8/27/2017,89,82,74,KMEM,51
8/28/2017,84,77,70,KMEM,51
8/29/2017,87,77,67,KMEM,51
8/30/2017,80,77,73,KMEM,51
8/31/2017,78,72,66,KMEM,51
8/1/2017,91,82,73,KNEW,52
8/2/2017,89,81,73,KNEW,52
8/3/2017,84,79,74,KNEW,52
8/4/2017,87,81,75,KNEW,52
8/5/2017,87,81,75,KNEW,52
8/6/2017,89,83,76,KNEW,52
8/7/2017,91,84,77,KNEW,52
8/8/2017,92,85,77,KNEW,52
8/9/2017,89,82,75,KNEW,52
8/10/2017,89,82,74,KNEW,52
8/11/2017,90,84,78,KNEW,52
8/12/2017,89,83,76,KNEW,52
8/13/2017,94,85,75,KNEW,52
8/14/2017,93,86,79,KNEW,52
8/15/2017,90,82,73,KNEW,52
8/16/2017,93,85,77,KNEW,52
8/17/2017,94,85,76,KNEW,52
8/18/2017,95,86,77,KNEW,52
8/19/2017,96,87,78,KNEW,52
8/20/2017,95,86,77,KNEW,52
8/21/2017,93,84,75,KNEW,52
8/22/2017,90,83,76,KNEW,52
8/23/2017,93,86,78,KNEW,52
8/24/2017,92,86,79,KNEW,52
8/25/2017,91,86,81,KNEW,52
8/26/2017,93,87,80,KNEW,52
8/27/2017,88,81,74,KNEW,52
8/28/2017,82,79,75,KNEW,52
8/29/2017,80,77,73,KNEW,52
8/30/2017,86,82,77,KNEW,52
8/31/2017,88,82,75,KNEW,52
8/1/2017,89,79,68,KHKS,53
8/2/2017,85,79,73,KHKS,53
8/3/2017,90,81,71,KHKS,53
8/4/2017,92,82,71,KHKS,53
8/5/2017,93,82,71,KHKS,53
8/6/2017,90,82,74,KHKS,53
8/7/2017,90,82,73,KHKS,53
8/8/2017,79,76,73,KHKS,53
8/9/2017,86,80,73,KHKS,53
8/10/2017,85,79,73,KHKS,53
8/11/2017,92,83,73,KHKS,53
8/12/2017,91,83,74,KHKS,53
8/13/2017,91,82,73,KHKS,53
8/14/2017,93,84,74,KHKS,53
8/15/2017,94,84,74,KHKS,53
8/16/2017,89,81,72,KHKS,53
8/17/2017,93,83,72,KHKS,53
8/18/2017,92,84,75,KHKS,53
8/19/2017,94,84,73,KHKS,53
8/20/2017,94,83,71,KHKS,53
8/21/2017,94,85,76,KHKS,53
8/22/2017,92,83,73,KHKS,53
8/23/2017,93,84,74,KHKS,53
8/24/2017,90,81,72,KHKS,53
8/25/2017,84,78,71,KHKS,53
8/26/2017,86,79,72,KHKS,53
8/27/2017,85,81,76,KHKS,53
8/28/2017,77,74,70,KHKS,53
8/29/2017,81,75,69,KHKS,53
8/30/2017,86,80,73,KHKS,53
8/31/2017,77,73,69,KHKS,53
8/1/2017,91,80,70,KCPS,54
8/2/2017,91,78,66,KCPS,54
8/3/2017,95,81,69,KCPS,54
8/4/2017,81,71,59,KCPS,54
8/5/2017,82,68,54,KCPS,54
8/6/2017,73,68,64,KCPS,54
8/7/2017,82,74,66,KCPS,54
8/8/2017,86,72,60,KCPS,54
8/9/2017,89,70,54,KCPS,54
8/10/2017,90,78,66,KCPS,54
8/11/2017,87,79,71,KCPS,54
8/12/2017,84,70,59,KCPS,54
8/13/2017,84,70,55,KCPS,54
8/14/2017,84,76,69,KCPS,54
8/15/2017,91,80,68,KCPS,54
8/16/2017,91,82,72,KCPS,54
8/17/2017,88,79,70,KCPS,54
8/18/2017,91,79,68,KCPS,54
8/19/2017,93,81,69,KCPS,54
8/20/2017,93,80,68,KCPS,54
8/21/2017,95,84,73,KCPS,54
8/22/2017,84,78,70,KCPS,54
8/23/2017,81,69,57,KCPS,54
8/24/2017,84,68,55,KCPS,54
8/25/2017,84,71,60,KCPS,54
8/26/2017,87,72,59,KCPS,54
8/27/2017,89,74,60,KCPS,54
8/28/2017,86,75,64,KCPS,54
8/29/2017,86,72,60,KCPS,54
8/30/2017,87,73,59,KCPS,54
8/31/2017,82,73,64,KCPS,54
8/1/2017,82,71,60,KDBQ,55
8/2/2017,85,73,60,KDBQ,55
8/3/2017,79,67,54,KDBQ,55
8/4/2017,72,63,53,KDBQ,55
8/5/2017,76,64,52,KDBQ,55
8/6/2017,76,68,59,KDBQ,55
8/7/2017,78,67,55,KDBQ,55
8/8/2017,79,65,50,KDBQ,55
8/9/2017,78,66,53,KDBQ,55
8/10/2017,81,71,60,KDBQ,55
8/11/2017,73,64,54,KDBQ,55
8/12/2017,76,63,50,KDBQ,55
8/13/2017,72,62,52,KDBQ,55
8/14/2017,76,67,57,KDBQ,55
8/15/2017,72,67,61,KDBQ,55
8/16/2017,82,73,63,KDBQ,55
8/17/2017,76,71,65,KDBQ,55
8/18/2017,77,68,59,KDBQ,55
8/19/2017,79,68,56,KDBQ,55
8/20/2017,76,69,61,KDBQ,55
8/21/2017,78,70,62,KDBQ,55
8/22/2017,74,65,55,KDBQ,55
8/23/2017,75,62,49,KDBQ,55
8/24/2017,74,64,53,KDBQ,55
8/25/2017,69,62,55,KDBQ,55
8/26/2017,68,62,55,KDBQ,55
8/27/2017,73,64,55,KDBQ,55
8/28/2017,74,65,55,KDBQ,55
8/29/2017,76,67,58,KDBQ,55
8/30/2017,79,66,53,KDBQ,55
8/31/2017,69,61,53,KDBQ,55
8/1/2017,82,72,61,KDLH,56
8/2/2017,67,62,56,KDLH,56
8/3/2017,57,54,50,KDLH,56
8/4/2017,73,62,50,KDLH,56
8/5/2017,74,61,48,KDLH,56
8/6/2017,71,61,50,KDLH,56
8/7/2017,78,63,48,KDLH,56
8/8/2017,80,68,56,KDLH,56
8/9/2017,75,65,55,KDLH,56
8/10/2017,66,61,55,KDLH,56
8/11/2017,74,62,50,KDLH,56
8/12/2017,78,64,50,KDLH,56
8/13/2017,71,63,55,KDLH,56
8/14/2017,70,62,53,KDLH,56
8/15/2017,71,62,52,KDLH,56
8/16/2017,65,61,56,KDLH,56
8/17/2017,62,60,58,KDLH,56
8/18/2017,71,63,55,KDLH,56
8/19/2017,80,69,57,KDLH,56
8/20/2017,78,68,57,KDLH,56
8/21/2017,69,59,49,KDLH,56
8/22/2017,68,60,51,KDLH,56
8/23/2017,67,58,48,KDLH,56
8/24/2017,64,55,46,KDLH,56
8/25/2017,67,57,46,KDLH,56
8/26/2017,60,58,56,KDLH,56
8/27/2017,64,61,58,KDLH,56
8/28/2017,69,62,54,KDLH,56
8/29/2017,77,64,50,KDLH,56
8/30/2017,72,63,53,KDLH,56
8/31/2017,63,55,46,KDLH,56
8/1/2017,86,78,72,KHOT,57
8/2/2017,84,76,71,KHOT,57
8/3/2017,91,80,69,KHOT,57
8/4/2017,88,80,73,KHOT,57
8/5/2017,91,80,71,KHOT,57
8/6/2017,80,76,71,KHOT,57
8/7/2017,80,76,73,KHOT,57
8/8/2017,87,76,69,KHOT,57
8/9/2017,90,79,69,KHOT,57
8/10/2017,91,82,73,KHOT,57
8/11/2017,90,81,73,KHOT,57
8/12/2017,91,80,72,KHOT,57
8/13/2017,78,73,69,KHOT,57
8/14/2017,81,76,73,KHOT,57
8/15/2017,91,83,75,KHOT,57
8/16/2017,93,84,77,KHOT,57
8/17/2017,88,80,73,KHOT,57
8/18/2017,93,82,72,KHOT,57
8/19/2017,97,84,72,KHOT,57
8/20/2017,96,86,77,KHOT,57
8/21/2017,91,83,75,KHOT,57
8/22/2017,95,84,75,KHOT,57
8/23/2017,87,78,73,KHOT,57
8/24/2017,84,76,69,KHOT,57
8/25/2017,87,76,66,KHOT,57
8/26/2017,82,77,72,KHOT,57
8/27/2017,86,78,73,KHOT,57
8/28/2017,87,78,70,KHOT,57
8/29/2017,86,77,68,KHOT,57
8/30/2017,82,77,72,KHOT,57
8/31/2017,82,76,71,KHOT,57
8/1/2017,89,78,67,KMSP,58
8/2/2017,84,76,67,KMSP,58
8/3/2017,67,61,54,KMSP,58
8/4/2017,78,66,54,KMSP,58
8/5/2017,79,68,57,KMSP,58
8/6/2017,76,69,62,KMSP,58
8/7/2017,82,70,57,KMSP,58
8/8/2017,84,73,62,KMSP,58
8/9/2017,71,67,63,KMSP,58
8/10/2017,74,68,61,KMSP,58
8/11/2017,80,69,58,KMSP,58
8/12/2017,80,69,58,KMSP,58
8/13/2017,72,67,61,KMSP,58
8/14/2017,76,69,62,KMSP,58
8/15/2017,78,69,59,KMSP,58
8/16/2017,78,71,64,KMSP,58
8/17/2017,74,69,63,KMSP,58
8/18/2017,75,68,60,KMSP,58
8/19/2017,80,70,59,KMSP,58
8/20/2017,86,76,66,KMSP,58
8/21/2017,80,73,66,KMSP,58
8/22/2017,76,68,60,KMSP,58
8/23/2017,77,67,56,KMSP,58
8/24/2017,73,66,59,KMSP,58
8/25/2017,71,64,57,KMSP,58
8/26/2017,67,64,60,KMSP,58
8/27/2017,73,68,63,KMSP,58
8/28/2017,74,68,61,KMSP,58
8/29/2017,80,69,58,KMSP,58
8/30/2017,83,73,62,KMSP,58
8/31/2017,71,64,56,KMSP,58
8/1/2017,86,79,71,KSGF,59
8/2/2017,88,78,68,KSGF,59
8/3/2017,90,79,67,KSGF,59
8/4/2017,80,69,58,KSGF,59
8/5/2017,75,67,58,KSGF,59
8/6/2017,71,67,63,KSGF,59
8/7/2017,82,75,67,KSGF,59
8/8/2017,82,73,63,KSGF,59
8/9/2017,84,74,63,KSGF,59
8/10/2017,84,77,69,KSGF,59
8/11/2017,82,76,69,KSGF,59
8/12/2017,78,72,66,KSGF,59
8/13/2017,71,68,65,KSGF,59
8/14/2017,81,75,68,KSGF,59
8/15/2017,87,77,67,KSGF,59
8/16/2017,87,78,68,KSGF,59
8/17/2017,84,74,64,KSGF,59
8/18/2017,86,73,60,KSGF,59
8/19/2017,91,79,67,KSGF,59
8/20/2017,91,80,69,KSGF,59
8/21/2017,89,80,71,KSGF,59
8/22/2017,84,76,67,KSGF,59
8/23/2017,79,70,61,KSGF,59
8/24/2017,80,70,59,KSGF,59
8/25/2017,81,72,62,KSGF,59
8/26/2017,82,73,64,KSGF,59
8/27/2017,86,75,63,KSGF,59
8/28/2017,82,73,64,KSGF,59
8/29/2017,80,69,58,KSGF,59
8/30/2017,83,71,59,KSGF,59
8/31/2017,80,71,62,KSGF,59
8/1/2017,90,77,63,KDSM,60
8/2/2017,89,78,66,KDSM,60
8/3/2017,81,69,56,KDSM,60
8/4/2017,80,67,53,KDSM,60
8/5/2017,76,66,56,KDSM,60
8/6/2017,79,71,62,KDSM,60
8/7/2017,82,72,62,KDSM,60
8/8/2017,84,71,58,KDSM,60
8/9/2017,86,73,60,KDSM,60
8/10/2017,88,77,65,KDSM,60
8/11/2017,83,72,61,KDSM,60
8/12/2017,84,70,56,KDSM,60
8/13/2017,81,72,63,KDSM,60
8/14/2017,87,75,63,KDSM,60
8/15/2017,79,73,66,KDSM,60
8/16/2017,86,78,69,KDSM,60
8/17/2017,84,76,67,KDSM,60
8/18/2017,89,75,61,KDSM,60
8/19/2017,87,76,65,KDSM,60
8/20/2017,81,75,69,KDSM,60
8/21/2017,85,76,66,KDSM,60
8/22/2017,78,69,59,KDSM,60
8/23/2017,80,68,55,KDSM,60
8/24/2017,81,72,62,KDSM,60
8/25/2017,81,72,63,KDSM,60
8/26/2017,83,73,62,KDSM,60
8/27/2017,80,72,64,KDSM,60
8/28/2017,74,67,60,KDSM,60
8/29/2017,82,70,57,KDSM,60
8/30/2017,84,72,60,KDSM,60
8/31/2017,83,73,62,KDSM,60
8/1/2017,91,81,72,KBAD,61
8/2/2017,81,76,71,KBAD,61
8/3/2017,90,80,71,KBAD,61
8/4/2017,94,82,69,KBAD,61
8/5/2017,93,80,68,KBAD,61
8/6/2017,89,80,73,KBAD,61
8/7/2017,80,76,72,KBAD,61
8/8/2017,85,78,73,KBAD,61
8/9/2017,88,80,72,KBAD,61
8/10/2017,90,82,73,KBAD,61
8/11/2017,95,84,73,KBAD,61
8/12/2017,93,82,71,KBAD,61
8/13/2017,86,80,73,KBAD,61
8/14/2017,91,84,77,KBAD,61
8/15/2017,94,86,77,KBAD,61
8/16/2017,95,84,75,KBAD,61
8/17/2017,88,80,73,KBAD,61
8/18/2017,95,85,75,KBAD,61
8/19/2017,98,87,76,KBAD,61
8/20/2017,96,85,74,KBAD,61
8/21/2017,93,82,72,KBAD,61
8/22/2017,94,84,72,KBAD,61
8/23/2017,93,82,73,KBAD,61
8/24/2017,88,80,72,KBAD,61
8/25/2017,85,77,70,KBAD,61
8/26/2017,84,78,72,KBAD,61
8/27/2017,81,77,72,KBAD,61
8/28/2017,78,73,68,KBAD,61
8/29/2017,78,73,68,KBAD,61
8/30/2017,73,71,69,KBAD,61
8/31/2017,83,76,69,KBAD,61
8/1/2017,86,74,64,KMKC,62
8/2/2017,90,78,69,KMKC,62
8/3/2017,82,76,69,KMKC,62
8/4/2017,80,68,57,KMKC,62
8/5/2017,69,65,61,KMKC,62
8/6/2017,75,70,66,KMKC,62
8/7/2017,81,73,66,KMKC,62
8/8/2017,82,72,63,KMKC,62
8/9/2017,86,74,64,KMKC,62
8/10/2017,87,80,72,KMKC,62
8/11/2017,82,76,69,KMKC,62
8/12/2017,82,74,66,KMKC,62
8/13/2017,81,72,64,KMKC,62
8/14/2017,88,78,69,KMKC,62
8/15/2017,90,81,73,KMKC,62
8/16/2017,88,80,71,KMKC,62
8/17/2017,84,76,69,KMKC,62
8/18/2017,89,79,69,KMKC,62
8/19/2017,95,82,70,KMKC,62
8/20/2017,90,80,70,KMKC,62
8/21/2017,82,76,70,KMKC,62
8/22/2017,81,73,64,KMKC,62
8/23/2017,81,70,60,KMKC,62
8/24/2017,81,72,64,KMKC,62
8/25/2017,84,75,68,KMKC,62
8/26/2017,86,76,68,KMKC,62
8/27/2017,77,72,68,KMKC,62
8/28/2017,81,72,64,KMKC,62
8/29/2017,79,70,62,KMKC,62
8/30/2017,84,72,62,KMKC,62
8/31/2017,82,72,63,KMKC,62
8/1/2017,87,76,65,KLNK,63
8/2/2017,88,76,64,KLNK,63
8/3/2017,77,67,56,KLNK,63
8/4/2017,79,65,50,KLNK,63
8/5/2017,69,65,60,KLNK,63
8/6/2017,75,69,62,KLNK,63
8/7/2017,81,70,59,KLNK,63
8/8/2017,83,70,56,KLNK,63
8/9/2017,77,69,61,KLNK,63
8/10/2017,82,71,59,KLNK,63
8/11/2017,81,69,57,KLNK,63
8/12/2017,83,69,55,KLNK,63
8/13/2017,83,74,65,KLNK,63
8/14/2017,87,77,66,KLNK,63
8/15/2017,89,79,68,KLNK,63
8/16/2017,83,75,66,KLNK,63
8/17/2017,85,74,62,KLNK,63
8/18/2017,87,76,64,KLNK,63
8/19/2017,88,73,58,KLNK,63
8/20/2017,87,76,65,KLNK,63
8/21/2017,85,76,67,KLNK,63
8/22/2017,78,67,56,KLNK,63
8/23/2017,80,67,53,KLNK,63
8/24/2017,82,70,58,KLNK,63
8/25/2017,84,75,65,KLNK,63
8/26/2017,88,77,66,KLNK,63
8/27/2017,84,74,63,KLNK,63
8/28/2017,79,68,56,KLNK,63
8/29/2017,80,67,54,KLNK,63
8/30/2017,83,68,52,KLNK,63
8/31/2017,85,71,57,KLNK,63
8/1/2017,89,76,62,KFSD,64
8/2/2017,82,70,57,KFSD,64
8/3/2017,71,63,54,KFSD,64
8/4/2017,78,63,48,KFSD,64
8/5/2017,71,64,57,KFSD,64
8/6/2017,70,64,58,KFSD,64
8/7/2017,81,69,57,KFSD,64
8/8/2017,80,66,51,KFSD,64
8/9/2017,82,72,61,KFSD,64
8/10/2017,76,67,58,KFSD,64
8/11/2017,81,67,53,KFSD,64
8/12/2017,80,68,55,KFSD,64
8/13/2017,73,68,62,KFSD,64
8/14/2017,78,68,57,KFSD,64
8/15/2017,75,68,60,KFSD,64
8/16/2017,69,67,65,KFSD,64
8/17/2017,80,71,61,KFSD,64
8/18/2017,81,71,60,KFSD,64
8/19/2017,82,68,53,KFSD,64
8/20/2017,84,73,62,KFSD,64
8/21/2017,74,69,63,KFSD,64
8/22/2017,76,65,53,KFSD,64
8/23/2017,81,66,50,KFSD,64
8/24/2017,77,71,64,KFSD,64
8/25/2017,81,72,63,KFSD,64
8/26/2017,82,73,64,KFSD,64
8/27/2017,82,71,59,KFSD,64
8/28/2017,80,67,53,KFSD,64
8/29/2017,80,67,53,KFSD,64
8/30/2017,83,69,55,KFSD,64
8/31/2017,79,69,58,KFSD,64
8/1/2017,93,83,75,KDAL,65
8/2/2017,84,78,73,KDAL,65
8/3/2017,93,83,75,KDAL,65
8/4/2017,97,87,77,KDAL,65
8/5/2017,97,87,78,KDAL,65
8/6/2017,99,90,80,KDAL,65
8/7/2017,93,83,75,KDAL,65
8/8/2017,90,82,75,KDAL,65
8/9/2017,91,82,75,KDAL,65
8/10/2017,99,87,77,KDAL,65
8/11/2017,100,91,82,KDAL,65
8/12/2017,97,86,75,KDAL,65
8/13/2017,91,84,77,KDAL,65
8/14/2017,91,82,73,KDAL,65
8/15/2017,96,88,81,KDAL,65
8/16/2017,96,88,80,KDAL,65
8/17/2017,91,82,72,KDAL,65
8/18/2017,93,86,78,KDAL,65
8/19/2017,99,89,80,KDAL,65
8/20/2017,98,90,82,KDAL,65
8/21/2017,96,88,80,KDAL,65
8/22/2017,98,88,80,KDAL,65
8/23/2017,91,84,78,KDAL,65
8/24/2017,90,84,78,KDAL,65
8/25/2017,88,82,77,KDAL,65
8/26/2017,82,78,75,KDAL,65
8/27/2017,82,78,75,KDAL,65
8/28/2017,88,80,73,KDAL,65
8/29/2017,90,80,72,KDAL,65
8/30/2017,89,80,71,KDAL,65
8/31/2017,90,80,72,KDAL,65
8/1/2017,84,72,60,KFAR,66
8/2/2017,79,67,54,KFAR,66
8/3/2017,73,64,55,KFAR,66
8/4/2017,80,64,47,KFAR,66
8/5/2017,80,67,54,KFAR,66
8/6/2017,79,68,56,KFAR,66
8/7/2017,82,67,52,KFAR,66
8/8/2017,85,71,56,KFAR,66
8/9/2017,79,70,61,KFAR,66
8/10/2017,80,68,55,KFAR,66
8/11/2017,81,65,49,KFAR,66
8/12/2017,79,65,50,KFAR,66
8/13/2017,70,66,61,KFAR,66
8/14/2017,77,66,55,KFAR,66
8/15/2017,76,66,55,KFAR,66
8/16/2017,68,66,64,KFAR,66
8/17/2017,79,70,61,KFAR,66
8/18/2017,80,70,60,KFAR,66
8/19/2017,83,71,58,KFAR,66
8/20/2017,77,68,59,KFAR,66
8/21/2017,76,66,55,KFAR,66
8/22/2017,78,64,49,KFAR,66
8/23/2017,78,62,45,KFAR,66
8/24/2017,77,65,52,KFAR,66
8/25/2017,68,64,59,KFAR,66
8/26/2017,70,63,56,KFAR,66
8/27/2017,76,65,53,KFAR,66
8/28/2017,86,68,49,KFAR,66
8/29/2017,87,73,58,KFAR,66
8/30/2017,83,71,58,KFAR,66
8/31/2017,76,67,58,KFAR,66
8/1/2017,82,74,66,KAAO,67
8/2/2017,89,76,63,KAAO,67
8/3/2017,89,78,66,KAAO,67
8/4/2017,81,70,61,KAAO,67
8/5/2017,86,74,62,KAAO,67
8/6/2017,81,73,66,KAAO,67
8/7/2017,77,70,63,KAAO,67
8/8/2017,82,70,60,KAAO,67
8/9/2017,82,73,64,KAAO,67
8/10/2017,86,74,63,KAAO,67
8/11/2017,84,74,66,KAAO,67
8/12/2017,78,70,62,KAAO,67
8/13/2017,82,70,60,KAAO,67
8/14/2017,88,78,69,KAAO,67
8/15/2017,87,78,70,KAAO,67
8/16/2017,87,74,64,KAAO,67
8/17/2017,87,74,64,KAAO,67
8/18/2017,91,80,68,KAAO,67
8/19/2017,95,82,70,KAAO,67
8/20/2017,91,82,73,KAAO,67
8/21/2017,91,82,73,KAAO,67
8/22/2017,84,72,62,KAAO,67
8/23/2017,82,68,55,KAAO,67
8/24/2017,84,68,55,KAAO,67
8/25/2017,81,73,66,KAAO,67
8/26/2017,87,75,64,KAAO,67
8/27/2017,87,77,66,KAAO,67
8/28/2017,84,72,62,KAAO,67
8/29/2017,82,68,55,KAAO,67
8/30/2017,82,68,54,KAAO,67
8/31/2017,82,70,59,KAAO,67
8/1/2017,76,70,66,KTIK,68
8/2/2017,87,78,69,KTIK,68
8/3/2017,93,80,67,KTIK,68
8/4/2017,86,77,68,KTIK,68
8/5/2017,98,84,70,KTIK,68
8/6/2017,87,78,69,KTIK,68
8/7/2017,84,76,68,KTIK,68
8/8/2017,87,76,67,KTIK,68
8/9/2017,88,77,67,KTIK,68
8/10/2017,90,80,71,KTIK,68
8/11/2017,86,76,68,KTIK,68
8/12/2017,75,72,69,KTIK,68
8/13/2017,84,76,69,KTIK,68
8/14/2017,88,80,72,KTIK,68
8/15/2017,89,80,71,KTIK,68
8/16/2017,90,80,70,KTIK,68
8/17/2017,91,79,68,KTIK,68
8/18/2017,92,82,73,KTIK,68
8/19/2017,96,84,73,KTIK,68
8/20/2017,91,82,73,KTIK,68
8/21/2017,92,83,75,KTIK,68
8/22/2017,92,80,69,KTIK,68
8/23/2017,85,76,68,KTIK,68
8/24/2017,85,74,63,KTIK,68
